"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Lalit 009","","Verified Purchase","","","","4.0","February 21, 2020","India","My mom got this phone after using oneplus 5t for 2 years and for change she wanted to try iOS. As she is not a heavy user and not a pixel peeper and also inclines towards fancy colored phones[previously lava red 5t] I thought of advising her to go for iPhone 11. Now coming to the phone or should I say iPhone, it is really a good one fulfilling many of its duties; I'll just list out a few points regarding the phone: Pros: A great camera with realistic colors[not highly saturated] The best video recording on a mobile[as of Feb 2020] Somewhere between great to excellent battery life The software experience is great if you're into ""apple way"" of things and the whole experience is just FLUIDIC The phone feels expensive and gives you a feel-good factor and also the build is pretty stellar even if some people are commenting that it's sides are alluminium and not steel. Cons: Many buyers and even youtubers are saying that the display is great and you wont notice the difference in day to day life but I dont want to sugarcoat things! The display is DECENT and NOT great! In day to day life with texting applications and general usage of phone you wont feel any difference, that is correct, BUT when you get into media apps like youtube, NETFLIX, ... etc you will notice the difference of lower resolution. there's just no escaping that fact. You will also notice a great difference in screenshots containing text. The display, in my opinion, would be the main deal breaker for me but in my case the phone is for my mom and she's not a tech geek and she's loving the purple color and the camera of the phone. And also if you're into data transferring between your phone and your laptop[windows laptop] this phone will frustrate you for sure. For this I will suggest you to rely on cloud based services and not on manual cable sync process. Conclusion with personal thoughts: Overall the phone is a great one if you're not a tech geek and want the latest iPhone. It's also a great pick for those who want great hardware with flagship tech but prefer watching media on laptop or smart TV.","","Overall a great phone just not a perfect one.","46","https://www.amazon.in/gp/profile/amzn1.account.AFH6AYZYVAU7IWGWABQU6HNYFZIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R31SON0S4OSE3N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Aditya chaudharh","","Verified Purchase","","","","1.0","August 06, 2020","India","I want to return the product because it looks like a refurbished one however no one is contacting with me not taking order. Please do no buy it because its not a new product and also you can not return it","","Refurbished prod","42","https://www.amazon.in/gp/profile/amzn1.account.AGBYNLO746AUTTCEMIKQWCAOHQWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R17SJ9G5R940NM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Aditya KHADYE","","Verified Purchase","","","","1.0","January 30, 2020","India","I Ordered on 24 January 2020 already i am having three issues in that bluetooth is not working, Phone is getting hanged and battery back up is to low the product is defect it's just 6 Days i have purchased it's so bad experience which i never thaught off .","","Bad quality product","234","https://www.amazon.in/gp/profile/amzn1.account.AG2VB6QDK7NNBMG2ERRNQ7B4ELHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/RXVA7P6611NP0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Abhishek","","Verified Purchase","","","","1.0","April 15, 2020","India","I am having Mike n speaker issue, n due to lockdown I dint got chance to return it, but I dint expected this Frm amazon surely not with product like APPLE","","Major issue with Mike n speaker","36","https://www.amazon.in/gp/profile/amzn1.account.AEGROH3V5QMBQK263P7EVSKUTWNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=7&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R2ZSX9CR89W1KF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Gurmeet singh","","Verified Purchase","","","","1.0","October 14, 2019","India","The product i got was defective . The face id is not working and the back camera is also not working. There is a lot of hassle to get it exchanged. The apple service centre is also not of much help as the product is from amazon. Please buy phones from apple store to get the right product .","","Defective Iphone 11","1,473","https://www.amazon.in/gp/profile/amzn1.account.AFFLFPKFNAMC55YLSJ6QJ5VPTGCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=1&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R36TDFD0HYYYRV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","pk2013","","Verified Purchase","","","","4.0","August 10, 2020","India","Been almost 10 months I have been using the iPhone 11 128 GB. Apple is known as one of the premium phone manufacturers who do not compromise on quality, user experience and simplicity (company claims). It is certain that the Apple products have a brand appeal in the Indian market. This appeal allows them to charge a surplus from the customers for their products. Opinions differ if this is justified. For me, I like to evaluate the phone’s features with the cost. The build quality And design of this phone is absolutely fantastic! Curves at the right places, the tactile buttons, it just screams premium. When you pick up the phone, you feet the weight. I came into this phone from a Samsung galaxy and the first thing I notice is the disparity in the weight. This is probably due to the LCD screen on the former as compared to OLED in the galaxy series. The screen on Iphone 11is a “Liquid Retina display”; fancy term for a highly polished, well optimised LCD screen. It is a good screen. It is just slightly above 720p resolution but in everyday activities most people won’t notice it. I noticed it. For me, the screen is a major downside of this phone. You are shelling out almost 70000 ₹, the customer deserves at least a 1080p (full HD) screen. Today when most of the “budget” phones come with 1080p screen, the step back by Apple is definitely not appreciated. It is also necessary to mention, I prefer OLED screen over LCD due to their deep blacks and high contrast ratio. But surprisingly, this LCD screen on the iPhone is better than a few OLED screens I compared it to!(albeit comparing at the same resolution)- Xaomi note series, vivo and oppo. Only Samsung screens were ridiculously amazing even in their M series phones. Another positive of iPhone is the amazing battery life. I am a very heavy user with lots of videos, streaming music all the time, Bluetooth on, WiFi on, location on, browsing, multiple calls daily, video conference meetings, push email- official and personal, light browsing on social media sites and a lot of photos/videos. This beast survives the whole day! But the thing that irks me is the puny 5 watt charger in the box. It takes close to 3 h to charge from 10% to 96%! I suggest you buy a 12 watt charger that is sold separately. Apple should have provided a 12 watt charger in the box at the price point. Another frustrating part of the Apple ecosystem is the iCloud storage that essentially is required if you want to back up phone/photos etc. this costs 79₹ for 50GB PER MONTH. Apple pulls you into their ecosystem with their services, which I must say are excellent. The Apple ecosystem is stress free and just seamless. The phrase “it just works” really works here. I have an MacBook Pro and the iPhone works really well with my laptop allowing me to answer calls, messages right from my laptop. The one feature I wasn’t too sure of, which grew on me until the start of pandemic, is the face recognition. It’s safe, secure and absolutely amazing. It works for all authentication requirements of the phone and is beautiful. I understand now the appeal of face recognition and the “soli” chip on the google pixel4. Btw, the pandemic and the accompanying masks have created a hurdle for the face recognition. Today I wonder if the fingerprint would have been better than the fancy face recognition. One of my favourite is the cameras! It’s Apple! They made their name and reputation on cameras. I won’t say too much on this topic as it’s well known. Only google pixel can compete in the photos department but they iPhone is definitely the video kings. Another key area in which Apple has made their name is the security, encryption and privacy policy. This is one of the major reasons for their premium price tags. I give this phone a very enthusiastic 4 stars. I wish they improve the screen at this price point to at least a 1080p and include a respectable charger in the box. I have not talked about the OS as I believe iOS or android is a personal choice and I am reviewing the key features of the iPhone and it’s hardware.","","Beast with a limp","37","https://www.amazon.in/gp/profile/amzn1.account.AFT3JH3KSI4DFOUBOXSXIMD2RYXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R1IGXN3DRQT5SL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Amazon Customer","","Verified Purchase","","","","1.0","September 25, 2020","India","NEVER GO FOR AMAZON IF IT'S I PHONE.... Had some issues with lock screen... When informed and asked for replacement, Amazon agents said me to visit a I store... There is more chance of getting a refurbished phone in the name of new phone... Be careful... Don't buy goods of this worth from online sites...","","BAD EXPERIENCE WITH AMAZON","49","https://www.amazon.in/gp/profile/amzn1.account.AELMKLJQOQ5RIFMO2LL6SGQODQPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R197TE2QY9NWW4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Keshav Alur","","Verified Purchase","","","","5.0","October 13, 2019","India","This being my second Apple device. No, I haven't sold my kidney as I got this for about 58K. I have been an avid Android Fanboy using 1+ as my daily driver for the past 5 years. The switch using move to iOS and the entire transition using Drive, Photos etc.. It has been seamless. I may miss a thing or two about 1+ with what a stock Android would offer. Couple of my colleagues argued how good the latest 1+ phones are. Two things that 1+ will never be good at. Photography and Intermittent lag. Yes, a phone with 12 Gigs of ram lags! Now, off to the device. Pros The device's build quality is amazing. The detail given in to every tiny little thing should be noted. Even the Sim tray is made out of metal. Speakers sound better than my previous phone. A couple of you might argue about LCD with lower resolution on the device. I certainly cannot differentiate that though. Color blind maybe! OS - There's no other mobile OS that is this speedy, updated on time basis and supports device for 5 long years. Yeah, you can root your phone and rock new Lineage OS on your Droid but the circumstances of rooting, Magisk cannot help Banking apps work. Camera - There are no other camera phones that are this good. Night mode is amazing. Such low light pictures turn out be so good. Note Huawei phones no longer have Google services yes you can sideload Play Store but that's still pain the arse. Next Pixel isn't going to be cheap either. Cons Remember an iPhone is always treated as an asset than a phone. Ask someone who has dropped his or her phone on a hard surface and the pain that it takes to have it repaired or replaced. Couple of them have pointed out that the device is a bit thick. Yes it is. Honestly slim phones cannot have more juice within. You have to sacrifice either of them. No 3.5MM means you can't charge and listen to music i.e. move on to wireless headphones. Overall an amazing phone that's worth every penny. And a phone that I'd be using for the next 5 years for sure just like my 1+ One The Legend. Electronic goods are always depreciating unlike Gold or Land and fits the needs of checking messages and making calls is all you need.","","iPhone XR with better Camera and Internals","249","https://www.amazon.in/gp/profile/amzn1.account.AGHMYBTDUG4HFQEI2PVG2CH4MULQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=2&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/RIKWEAISQSPF8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Amazon Customer","","Verified Purchase","","","","1.0","October 14, 2019","India","My Phone is Producing Too Much Heat Even Didn’t Put Sim , Never used more than Half an hour And It’s producing too much heat.. Totally Disappointed With Amazon. Now they are saying To Go Icare services( After Calling to customer care several times) Amazon can’t do anything For this . Worst Experience with Amazon. No one would like to repair new phone 😢 Better Go for shop To buy apple products .","","Worst Experience Ever.!","1,839","https://www.amazon.in/gp/profile/amzn1.account.AH2RAD3BQ4HAWRDQLDDYFKB7SD6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=1&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R24K8G1ABRUZHM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Ajay Augustin","","Verified Purchase","","","","5.0","October 13, 2020","India","This is phone is amazing! Face ID : responsive and super save!! Camera: It’s the best feature of this phone! Really good camera. Display: it’s still good! When compared to a one plus 7 and 8. It’s just brighter but it’s not sharper If you want the best display in the game go for 11 pro. I have no complaints on this","","iPhone 11 review after 3 months!","27","https://www.amazon.in/gp/profile/amzn1.account.AE2SB6ZFS6FD32PZ5477UWTIDO5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R3DLX39MLRYYU2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Santosh","","Verified Purchase","","","","3.0","October 15, 2020","India","Display is not at par. even after adjusting the colour settings. More of Yellow tint. Screen width is not suitable for e- reading in phone. Top notch is disturbance for watching videos in full screen. Keyboard is occupying half of the phone space. Camera, I think my expectations are on higher side. Side button disconnects the call and doesn’t lock the screen during the calls. However phone performance and sound are good. In my opinion I should have waited for iPhone 12.","","Average","41","https://www.amazon.in/gp/profile/amzn1.account.AEQWDWV7E2MT7XXNHO335F5SUY6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R9YMGZBAB2S7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Amazon Customer","","Verified Purchase","","","","1.0","January 04, 2020","India","Received faulty phone. Don't buy here, buy from store. I am suffering from a problem with this phone but Amazon is directing me to the iPhone store now rather than return or replacement, so what's the point in purchasing from amazon.","","Received faulty phone","70","https://www.amazon.in/gp/profile/amzn1.account.AG35YPNJGHWPVLZ2EHABKRBQTYWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R2H22RXM1WWRF5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Om Prakash","","Verified Purchase","","","","5.0","September 30, 2019","India","This will help you more. See if you are planning to buy iPhone 11. I will say. Yes. But there are some plans I just want to disclose before you buy. 1) If you are an existing iPhone X/XS/XS Max/ XR user, better you guys do not think it to buy. You guys have more or less better gadget. 2) If you are an android user and planning to buy premium phone. I will suggest them to please buy iPhone instead of buying an Android. I bet you will never go back to android after using IOS. Now I want to share my 2 month experience with iPhone 11. 1) Battery backup is 19 hours as I used it for 1 week. 2) Mind blowing Camera. Best is slow motion. 3) Very Handy. And look premium. If you have huge money then please go for Pro max. 4) Display is more or less good. Worth it because it is not Premium display and you are not paying for 11 Pro max. 5) You will love the sound when your phone is ringing. 6) Front camera is awesome and must try slow motion selfie. That's it. Should provide Fast Charging.","","Terrific purchase: iPhone 11 White 128GB","152","https://www.amazon.in/gp/profile/amzn1.account.AGA4J5IKTYKTHBYUYT7QIJJGS7VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R1TAFV6ZIA1B9S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
"B08L89J9G3","Apple iPhone 11 (64GB) - Green","4.6","10655","Santosh","","Verified Purchase","","","","1.0","September 24, 2021","India","The media could not be loaded. I received the phone on 19 sep 2021 and I purchased my adapter separately and received on 21 sep. There was no charge in phone so when I put on charge it stuck in apple logo and keep rebooting. Called to Amazon and they don’t take ownership since it’s apple responsibility which is eventually 300 km far . Just I could not understand if we receive damage product or wrong manufactured then it’s customer who has to struggle. Very bad experience. Please stay away from buying phone specially iPhone from Amazon","","Very bad experience from Amazon","30","https://www.amazon.in/gp/profile/amzn1.account.AHRETAMGLQ6H33NFOAV6OORVOH2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.in/product-reviews/B08L89J9G3/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Apple","https://www.amazon.in/gp/customer-reviews/R31OZWNZ336VAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08L89J9G3","https://www.amazon.in/New-Apple-iPhone-11-64GB/dp/B08L89J9G3/ref=sr_1_1_sspa?keywords=mobiles&qid=1639733798&sr=8-1-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJVFhXUjRNTU1KOSZlbmNyeXB0ZWRJZD1BMTAwNjkzMTI3RDlPQU01MkZCUEomZW5jcnlwdGVkQWRJZD1BMDE5NDYyMjJVQU4xTDVFQVNRV1Imd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&th=1"
